Headlines,Fecha,traduccion,xlmr_positive,xlmr_neutral,xlmr_negative,finance-sentiment-es_positive,finance-sentiment-es_neutral,finance-sentiment-es_negative,mbert_oneStars,mbert_twoStars,mbert_threeStars,mbert_fourStars,mbert_fiveStars,finbert_positive,finbert_neutral,finbert_negative,pysentimiento_positive,pysentimiento_neutral,pysentimiento_negative
las empresas del ibex pagan un 263 por sociedades mas del tipo nominal,2025-10-29,ibex companies pay 263 per company more than the nominal rate,0.06522529572248459,0.7149364948272705,0.2198382318019867,9.554299140290823e-06,0.9999828338623047,7.591431767650647e-06,0.44490814208984375,0.2704125642776489,0.19207130372524261,0.05826772376894951,0.034340281039476395,3.652067107395851e-06,0.9999891519546509,7.160047971410677e-06,0.06035479158163071,0.5735781788825989,0.3660670518875122
banco sabadell organizara una fiesta en el palau sant jordi para celebrar el fracaso de la opa,2025-10-28,banco sabadell will organize a party at palau sant jordi to celebrate the failure of the opa,0.03497380390763283,0.16663210093975067,0.7983940243721008,1.2251996849954594e-05,0.9999547004699707,3.3015909139066935e-05,0.2971150875091553,0.1479274034500122,0.20058149099349976,0.20451100170612335,0.14986498653888702,1.975378290808294e-05,0.9566369652748108,0.04334327578544617,0.058488596230745316,0.5026551485061646,0.43885624408721924
donde invertir con la bolsa en maximos,2025-10-28,where to invest with the stock market in maximums,0.06132029742002487,0.8821062445640564,0.05657339096069336,2.4894043235690333e-05,0.9999651908874512,9.89570798992645e-06,0.07122897356748581,0.07193560898303986,0.1621163934469223,0.27024105191230774,0.4244779646396637,4.275266576314607e-07,0.9999834299087524,1.6087049516499974e-05,0.038518909364938736,0.912713885307312,0.04876723513007164
el ibex 35 supera por primera vez los 16000 puntos,2025-10-27,ibex 35 exceeds 16000 points for the first time,0.6234667301177979,0.2914171814918518,0.08511602133512497,0.0002068814355880022,0.9997839331626892,9.183079782815184e-06,0.11974655836820602,0.09067978709936142,0.11668820679187775,0.21353864669799805,0.4593467712402344,0.011800549924373627,0.9875162839889526,0.000683118065353483,0.18485146760940552,0.5827410221099854,0.2324075549840927
el ibex cierra en 16000 puntos y marca maximos historicos 18 anos despues,2025-10-27,the ibex closes at 16000 points and marks historical maximums 18 years later,0.4538446068763733,0.47313815355300903,0.07301721721887589,1.4649298464064486e-05,0.9999778270721436,7.548036137450254e-06,0.07477016001939774,0.05016227811574936,0.06921575218439102,0.15354150533676147,0.652310311794281,4.363169807675149e-07,0.9999986886978149,7.872091600802378e-07,0.1503439098596573,0.6045160889625549,0.24514006078243256
santander y caixabank endurecen la competencia por las grandes fortunas,2025-10-27,santander and caixabank harden competition for big fortunes,0.10754497349262238,0.29955819249153137,0.5928968787193298,0.9998836517333984,4.3457464926177636e-05,7.281998841790482e-05,0.034840915352106094,0.03278886526823044,0.08964688330888748,0.281203031539917,0.5615202784538269,0.00010395350545877591,0.07623890042304993,0.9236571192741394,0.019491219893097878,0.17633339762687683,0.8041754364967346
laboureix jur la proxima crisis sucedera un dia u otro pero la banca es mucho mas resistente,2025-10-27,laboureix jur the next crisis will happen one day or another but the bank is much more resilient,0.07291972637176514,0.325283944606781,0.6017963886260986,0.00021952543465886265,0.999739944934845,4.0576804167358205e-05,0.10848797857761383,0.2685543894767761,0.3789023160934448,0.1739300787448883,0.07012531161308289,0.9999210834503174,4.6459328586934134e-05,3.2389820262324065e-05,0.052080851048231125,0.6983962059020996,0.24952292442321777
la gran banca gana 25320 millones hasta septiembre otro record segun los analistas,2025-10-26,the big bank earns 25320 million until september another record according to analysts,0.5255959630012512,0.4170990586280823,0.0573049895465374,0.00013284006854519248,0.9998610019683838,6.193620720296167e-06,0.5336104035377502,0.2226967215538025,0.12862332165241241,0.048829227685928345,0.06624022871255875,0.9996795654296875,0.00031973328441381454,7.679440159336082e-07,0.08168278634548187,0.6407173275947571,0.27759993076324463
20 valores espanoles que triunfan en europa con su tiron bursatil,2025-10-25,20 spanish securities that triumph in europe with their stock market tug,0.4266817569732666,0.36003199219703674,0.21328625082969666,1.671314203122165e-05,0.9999771118164062,6.146164196252357e-06,0.06620955467224121,0.04682061821222305,0.08177684247493744,0.19603964686393738,0.6091533303260803,8.713558230510898e-08,0.9999635219573975,3.6372450267663226e-05,0.6058443188667297,0.314250648021698,0.07990501075983047
asi gano sabadell a bbva la intrahistoria de la opa bancaria del siglo,2025-10-24,this is how sabadell won bbva the intrahistory of the banking opa of the century,0.6504464745521545,0.25329339504241943,0.09626010805368423,9.649612366047222e-06,0.999982476234436,7.882433237682562e-06,0.08773151785135269,0.07318887859582901,0.1448829621076584,0.2659394145011902,0.42825719714164734,3.133810650979285e-06,0.9999512434005737,4.569011434796266e-05,0.026640919968485832,0.2010580450296402,0.7723010182380676
bbva sube en bolsa un 754 tras fracasar la opa y lidera la banca,2025-10-24,bbva raises 754 on the stock exchange after the opa fails and leads the banking,0.11383888870477676,0.27002042531967163,0.6161406636238098,0.9564980268478394,0.043425749987363815,7.630186883034185e-05,0.15882405638694763,0.09564260393381119,0.15711362659931183,0.23458048701286316,0.353839248418808,9.986444638343528e-06,0.9998477697372437,0.00014216692943591624,0.04913458973169327,0.3958999514579773,0.5549654960632324
cuerpo ve total y perfecto el encaje de la normativa espanola de opas con la europea,2025-10-23,body sees total and perfect the lace of the spanish regulations of opas with the european,0.71224445104599,0.2127225399017334,0.07503300160169601,2.1065716282464564e-05,0.999972939491272,5.98306041865726e-06,0.005388116464018822,0.005034130532294512,0.030235571786761284,0.2547484338283539,0.7045937180519104,2.9608945624204352e-05,0.9999513626098633,1.9110557332169265e-05,0.6809609532356262,0.2953346073627472,0.023704420775175095
la opa de bbva muface y la importancia del precio,2025-10-23,la opa de bbva muface y la importacion del precio,0.06401153653860092,0.6945742964744568,0.24141418933868408,7.719072527834214e-06,0.9999827146530151,9.491506716585718e-06,0.027043867856264114,0.03971996530890465,0.11522408574819565,0.35829365253448486,0.45971837639808655,8.813261229079217e-05,0.9993708729743958,0.0005410139565356076,0.03941704332828522,0.513177216053009,0.44740572571754456
sabadell o como tejer con alianzas un futuro en solitario,2025-10-23,sabadell or how to weave a lonely future with alliances,0.18888194859027863,0.7244179844856262,0.08670011162757874,1.0258498150506057e-05,0.9999797344207764,1.0012215170718264e-05,0.07440301030874252,0.06722784042358398,0.14397616684436798,0.3056977391242981,0.408695250749588,9.743565897224471e-05,0.9989879727363586,0.0009146213415078819,0.07901366800069809,0.7687053680419922,0.1522809863090515
el gobierno explora con la ue mantener parte del control de opas,2025-10-23,government explores with eu to maintain part of opa control,0.28780606389045715,0.6298143267631531,0.08237960934638977,8.559079105907585e-06,0.9999829530715942,8.459378477709834e-06,0.2018454223871231,0.15529082715511322,0.206251323223114,0.2206725925207138,0.21593987941741943,2.030650875894935e-06,0.9999147653579712,8.317775063915178e-05,0.1455623358488083,0.6047698259353638,0.24966783821582794
acciona energia solaria y enagas se pierden el rally de 3 anos,2025-10-23,action energy solaria and enagas are missing the 3 year rally,0.010206161998212337,0.10342217981815338,0.8863716721534729,0.0002800408110488206,0.6044401526451111,0.39527979493141174,0.09795448929071426,0.10548389703035355,0.15324126183986664,0.2983839511871338,0.34493643045425415,4.098282715858659e-06,4.627260295819724e-06,0.9999912977218628,0.011851130053400993,0.1765805035829544,0.8115683197975159
el ibex modera su subida y cierra por debajo de los 15800 puntos,2025-10-22,the ibex moderates its rise and closes below 15800 points,0.5853482484817505,0.3585474193096161,0.05610431730747223,0.000832310994155705,0.1738920360803604,0.8252756595611572,0.20820079743862152,0.3538292646408081,0.2751544415950775,0.10195668041706085,0.060858890414237976,0.0011824361281469464,0.9796605706214905,0.01915704645216465,0.10015661269426346,0.4941190779209137,0.4057243764400482
bbva prepara una recompra de acciones de 3000 millones segun morgan stanley,2025-10-22,bbva prepares a repurchase of shares of 3 billion according to morgan stanley,0.12842249870300293,0.7957316637039185,0.07584583014249802,8.036383405851666e-06,0.999983549118042,8.404269465245306e-06,0.1587124913930893,0.0937582328915596,0.16301198303699493,0.2145971804857254,0.36992013454437256,8.044720090083501e-08,0.9999923706054688,7.484351044695359e-06,0.1107393354177475,0.7333310842514038,0.1559295952320099
bbva ve la banca digital como una nueva via solida de crecimiento,2025-10-22,bbva sees digital banking as a new solid path to growth,0.6913880109786987,0.2736532986164093,0.03495865315198898,0.9996371269226074,0.00033142647589556873,3.1462415790883824e-05,0.016988350078463554,0.028044940903782845,0.11967086046934128,0.3558959662914276,0.4793999195098877,1.0,1.2506901292397288e-08,9.809643097824505e-10,0.4987030327320099,0.46211346983909607,0.039183441549539566
generali es la aseguradora extranjera que mas beneficio logra en espana,2025-10-22,generali is the foreign insurance company that achieves the most profit in spain,0.6848856806755066,0.25357726216316223,0.06153705716133118,7.334050314966589e-05,0.9999194145202637,7.313155492738588e-06,0.09240395575761795,0.06269605457782745,0.1202181875705719,0.20770128071308136,0.5169805288314819,0.9697422385215759,0.02972717396914959,0.0005306443781591952,0.5438498854637146,0.3961189091205597,0.06003117561340332
sabadell absorbe las ventas en bolsa de los fondos cazaopas,2025-10-22,sabadell absorbs stock market sales of hunting funds,0.39951562881469727,0.5438308715820312,0.05665350332856178,1.0469406333868392e-05,0.9999819993972778,7.476198788936017e-06,0.030385637655854225,0.027818461880087852,0.10136058181524277,0.3483700454235077,0.4920652210712433,1.4835092770226765e-05,0.9974587559700012,0.002526347991079092,0.028214098885655403,0.3453217148780823,0.6264641880989075
el ibex desafia su record y pone rumbo a los 16300 puntos,2025-10-22,the ibex defies its record and sets course for the 16300 points,0.6636926531791687,0.2967081665992737,0.03959919884800911,9.316657087765634e-05,0.9998975992202759,9.226041584042832e-06,0.5022488832473755,0.2457733005285263,0.14248092472553253,0.05457428842782974,0.05492256581783295,0.004170008469372988,0.995744526386261,8.547746256226674e-05,0.42225033044815063,0.4807286262512207,0.09702100604772568
las fusiones bancarias europeas pueden tener exito a pesar del fracaso de bbva,2025-10-21,european banking mergers can succeed despite bbvas failure,0.49646633863449097,0.2551209032535553,0.24841278791427612,0.00018621192430146039,0.9998063445091248,7.549758265668061e-06,0.09747514128684998,0.1656963974237442,0.29503756761550903,0.28064826130867004,0.16114266216754913,0.8673152327537537,0.009946737438440323,0.12273804098367691,0.5123569965362549,0.4145101308822632,0.0731329396367073
oliu descarta compras de sabadell los proximos tres anos,2025-10-21,oliu discards sabadell purchases for the next three years,0.051027171313762665,0.7297558188438416,0.21921703219413757,1.70445073308656e-05,0.9999755620956421,7.358959464909276e-06,0.31957724690437317,0.20626716315746307,0.1957675814628601,0.1434522271156311,0.13493578135967255,5.9502966109903355e-08,0.9999940395355225,5.956655968475388e-06,0.04749559611082077,0.4711308479309082,0.48137348890304565
la cnmv reclama al gobierno una revision de la ley de opas,2025-10-21,cnmv calls on the government to review the opas act,0.06673620641231537,0.4559144973754883,0.47734928131103516,7.494249530282104e-06,0.9999836683273315,8.778032679401804e-06,0.23241059482097626,0.13000257313251495,0.21290987730026245,0.23600733280181885,0.18866968154907227,1.6075495068434975e-06,0.9994716048240662,0.0005268790991976857,0.07111908495426178,0.5686894655227661,0.3601914346218109
morgan stanley fija nuevos techos en bbva y sabadell tras la opa,2025-10-21,morgan stanley fixes new roofs in bbva and sabadell after the opa,0.1387059986591339,0.7893496155738831,0.07194440811872482,7.800520506862085e-06,0.9999839067459106,8.401307241001632e-06,0.13764669001102448,0.10586921125650406,0.1617600917816162,0.23684783279895782,0.35787612199783325,2.9226310971353087e-07,0.9999666213989258,3.31238770741038e-05,0.09627394378185272,0.6493604779243469,0.25436559319496155
sabadell y zurich brindan por el fracaso de la opa y disparan un 176 su bancaseguros,2025-10-21,sabadell and zurich provide for the failure of the opa and fire 176 of their insurance banks,0.012632247991859913,0.05884019657969475,0.9285274744033813,2.6101724870386533e-05,0.9999548196792603,1.903114389278926e-05,0.7190553545951843,0.15876322984695435,0.07128559798002243,0.027696259319782257,0.02319951169192791,0.0001944591786013916,0.3540573716163635,0.6457481384277344,0.022188693284988403,0.24349722266197205,0.7343140244483948
goldman sachs y morgan stanley agrandan su leyenda con la opa bbvasabadell,2025-10-21,goldman sachs and morgan stanley enlarge their legend with the bbvasabadell opa,0.48377129435539246,0.31775909662246704,0.1984696239233017,6.298433436313644e-05,0.9999295473098755,7.464051577699138e-06,0.16783006489276886,0.11783134192228317,0.14377224445343018,0.20064793527126312,0.3699184060096741,0.009878960438072681,0.9899576306343079,0.0001634293148526922,0.4150002598762512,0.5412325859069824,0.04376712813973427
como gestionar una opa hostil sin descuidar el negocio,2025-10-21,how to manage a hostile opa without neglecting the business,0.02279137447476387,0.12607653439044952,0.8511320948600769,0.0011561636347323656,0.9985815286636353,0.00026231599622406065,0.09908992797136307,0.08745744079351425,0.1503775715827942,0.27970466017723083,0.3833703398704529,0.003701512236148119,0.9931035041809082,0.0031950196716934443,0.07687587291002274,0.707895040512085,0.21522903442382812
blackrock eleva su apuesta por la banca espanola,2025-10-21,blackrock raises its stake in spanish banking,0.650937020778656,0.30987828969955444,0.03918466344475746,0.001972823403775692,0.9980069994926453,2.0174495148239657e-05,0.07166720926761627,0.07355613261461258,0.15533952414989471,0.3251650035381317,0.37427210807800293,0.00012139474711148068,0.9998735189437866,5.087960289529292e-06,0.244683638215065,0.6374348402023315,0.11788154393434525
economia cedera a contrarreloj el control de opas al banco de espana,2025-10-21,economy will cede control of opas to the banco de espana,0.02175736427307129,0.26907601952552795,0.7091666460037231,0.00015810593322385103,0.9998289346694946,1.2901331501780078e-05,0.5045604109764099,0.22675366699695587,0.1481362134218216,0.07351118326187134,0.04703853651881218,8.919456377043389e-06,0.9999426603317261,4.844877548748627e-05,0.04422338679432869,0.5602791905403137,0.3954973816871643
la banca impulsa al ibex por encima del 15800 maximo desde 2007,2025-10-20,banks boost ibex above 15800 peak since 2007,0.29562678933143616,0.5786936283111572,0.12567958235740662,0.9999403953552246,2.1589163225144148e-05,3.79952798539307e-05,0.05376145616173744,0.04679280146956444,0.06410357356071472,0.2045278251171112,0.6308143138885498,0.9999983310699463,1.6307552641592338e-06,4.1538040562727474e-08,0.07043201476335526,0.5040525197982788,0.42551541328430176
torres a la plantilla de bbva asumimos con serenidad el resultado de la opa lo mejor esta por venir,2025-10-20,torres to bbvas staff we accept with serenity the result of the opa the best is to come,0.8567988872528076,0.12356533855199814,0.019635742530226707,0.9999375343322754,2.472928463248536e-05,3.7802205042680725e-05,0.021874548867344856,0.021903356537222862,0.09031160175800323,0.3111114799976349,0.5547990202903748,4.0200957300839946e-05,0.9998641014099121,9.576739830663428e-05,0.7500062584877014,0.22824065387248993,0.021753041073679924
bbva rompe al alza un lateral de diez semanas,2025-10-20,bbva breaks up a tenweek side,0.09534428268671036,0.3278872072696686,0.5767684578895569,0.9999382495880127,2.939747901109513e-05,3.225478212698363e-05,0.6666167378425598,0.2624528706073761,0.06236591935157776,0.006300242152065039,0.002264193492010236,9.983826032566867e-08,0.999996542930603,3.3203480143129127e-06,0.04445654898881912,0.5524933934211731,0.4030499756336212
david martinez felicita a sabadell por su triunfo en la opa de bbva,2025-10-20,david martinez congratulates sabadell for his triumph in bbvas opa,0.8241078853607178,0.13622601330280304,0.03966614976525307,0.9998887777328491,7.511952571803704e-05,3.6109075153945014e-05,0.014894162304699421,0.013491236604750156,0.08059735596179962,0.3380619287490845,0.5529553294181824,1.8185157557581988e-07,0.999994158744812,5.566269464907236e-06,0.5346429944038391,0.3795276880264282,0.08582936972379684
bbva y sabadell aceleran sus subidas en el ibex,2025-10-20,bbva and sabadell accelerate their climbs in the ibex,0.6002920269966125,0.3408128619194031,0.05889511480927467,0.9999183416366577,5.528190376935527e-05,2.6289459128747694e-05,0.046859294176101685,0.06247478350996971,0.15754389762878418,0.347918838262558,0.38520318269729614,0.9999926090240479,7.444069979101187e-06,2.6575726508326625e-08,0.07459326088428497,0.44787994027137756,0.47752678394317627
bbva y sabadell gastan mas de 100 millones en asesores para la opa,2025-10-20,bbva and sabadell spend more than 100 million on consultants for the opa,0.044975023716688156,0.24525393545627594,0.7097709774971008,1.130074178945506e-05,0.9999809265136719,7.694833584537264e-06,0.48688918352127075,0.24065405130386353,0.13406994938850403,0.06149515137076378,0.07689165323972702,3.45255244837972e-07,0.9999873638153076,1.2321272151893936e-05,0.02876182459294796,0.285312294960022,0.6859259605407715
ha llegado la hora de las fusiones entre bancos medianos en espana,2025-10-20,has the time come for mergers between mediumsized banks in spain,0.22812895476818085,0.7114050388336182,0.0604659803211689,1.1434522093622945e-05,0.9999784231185913,1.0108759852300864e-05,0.05136213079094887,0.06772676110267639,0.15248578786849976,0.3533395826816559,0.3750857412815094,7.563179451608448e-07,0.9998787641525269,0.00012045252515235916,0.07227011024951935,0.43600571155548096,0.4917241930961609
por que torres no pudo convencer a los fondos,2025-10-20,why torres couldnt convince the funds,0.01731879822909832,0.14882561564445496,0.8338555097579956,2.098949880746659e-05,0.9999445676803589,3.450621079537086e-05,0.2913830876350403,0.34563368558883667,0.25874578952789307,0.0735463872551918,0.03069102205336094,0.06483189761638641,0.8698983192443848,0.06526976823806763,0.006518482696264982,0.11757001280784607,0.8759114146232605
oliu el gobierno nos pidio que hicieramos milagros para que no saliera la opa,2025-10-20,oliu the government asked us to do miracles so that the opa didnt come out,0.062235575169324875,0.3171493113040924,0.6206150650978088,0.0007712779915891588,0.9991756081581116,5.3104187827557325e-05,0.5217524766921997,0.22625625133514404,0.14276912808418274,0.062079574912786484,0.047142621129751205,2.3523796244262485e-06,0.998792290687561,0.0012053083628416061,0.05437348037958145,0.4872131049633026,0.45841342210769653
bbva y sabadell valen 38000 millones mas desde la opa,2025-10-20,bbva and sabadell are worth 38 billion more since opa,0.18853507936000824,0.6872392892837524,0.12422560155391693,0.9998282194137573,0.00012271477316971868,4.901450301986188e-05,0.4118923544883728,0.19439561665058136,0.14774081110954285,0.0920814797282219,0.1538897454738617,5.12030346726533e-05,0.9999116659164429,3.7046898796688765e-05,0.030098959803581238,0.31556323170661926,0.6543377637863159
de gas natural a bbva por que nadie dimite tras las opas fracasadas en espana,2025-10-20,from gas natural to bbva why nobody resigns after failed opas in spain,0.013848528265953064,0.10599900782108307,0.8801524639129639,0.0004552440077532083,0.5080803632736206,0.49146440625190735,0.4783744513988495,0.15553954243659973,0.1300770789384842,0.11531557887792587,0.12069334834814072,0.00041235683602280915,0.8171330690383911,0.18245461583137512,0.002844450296834111,0.027131402865052223,0.9700241684913635
las cotizadas espanolas reparten casi 30000 millones en dividendos hasta septiembre,2025-10-19,spanish listed companies distribute almost 30 billion in dividends until september,0.27606695890426636,0.6477680802345276,0.07616502791643143,1.2827901628043037e-05,0.9999804496765137,6.62273851048667e-06,0.5697814226150513,0.25735461711883545,0.11747279763221741,0.030971979722380638,0.02441912144422531,6.84806195749843e-07,0.9998531341552734,0.00014608447963837534,0.056361615657806396,0.5323048830032349,0.41133347153663635
torres bbva no existe ninguna posibilidad de volver a presentar una opa por sabadell,2025-10-19,torres bbva there is no possibility to resubmit an opa for sabadell,0.019285527989268303,0.3286104202270508,0.6521041393280029,8.803384844213724e-06,0.9999836683273315,7.523574367951369e-06,0.49276670813560486,0.19142507016658783,0.15615302324295044,0.0870046466588974,0.07265054434537888,3.177692917688546e-07,0.9998431205749512,0.0001564588164910674,0.01396082155406475,0.28323841094970703,0.7028007507324219
y ahora que,2025-10-18,what now,0.05997303128242493,0.6101825833320618,0.3298443853855133,0.029674313962459564,0.9666420817375183,0.003683699993416667,0.1302088052034378,0.11758534610271454,0.18581214547157288,0.2126038372516632,0.35378989577293396,4.1375889850314707e-05,0.9993711113929749,0.0005875554052181542,0.03062519244849682,0.6263234615325928,0.34305131435394287
el mejor escudo antiopas para sabadell es comprar un banco,2025-10-18,the best antiop shield for sabadell is to buy a bank,0.387668251991272,0.47522348165512085,0.1371082067489624,9.952250366040971e-06,0.9999825954437256,7.464532700396376e-06,0.023131946101784706,0.014934796839952469,0.04302183538675308,0.19356009364128113,0.7253512740135193,0.00271033076569438,0.9965512752532959,0.0007383598713204265,0.4874178171157837,0.37340831756591797,0.13917383551597595
bruselas defiende la concentracion bancaria tras el fracaso de la opa,2025-10-18,brussels defends banking concentration after the failure of the opa,0.015827229246497154,0.07511449605226517,0.909058153629303,4.9527454393683e-05,0.9999405145645142,1.0051516255771276e-05,0.10157490521669388,0.1051795482635498,0.22115664184093475,0.32317647337913513,0.24891237914562225,0.00016562966629862785,0.9907268285751343,0.00910758227109909,0.05217041075229645,0.31998956203460693,0.627839982509613
que esperar de las acciones de bbva y sabadell tras la opa,2025-10-18,what to expect from the stock of bbva and sabadell after the opa,0.07343549281358719,0.7844911813735962,0.14207331836223602,9.080434210773092e-06,0.9999827146530151,8.172582965926267e-06,0.36279281973838806,0.2614259719848633,0.1974865198135376,0.10133851319551468,0.07695623487234116,4.681905920733698e-05,0.9996004700660706,0.00035266746999695897,0.009170765988528728,0.12031742185354233,0.8705118298530579
las 9 piedras en el camino de bbva que han reventado la opa a sabadell,2025-10-18,the 9 stones on the way to bbva that have burst the opa to sabadell,0.017348816618323326,0.094294473528862,0.8883567452430725,7.182891567936167e-05,0.001978313783183694,0.9979498982429504,0.4684647023677826,0.12866778671741486,0.10355955362319946,0.10715543478727341,0.19215252995491028,3.7129418615222676e-06,0.9997261166572571,0.00027015109662897885,0.014096622355282307,0.10449077934026718,0.8814125657081604
los accionistas los verdaderos vencedores de la opa de bbva sobre sabadell,2025-10-18,shareholders the real winners of bbvas opa over sabadell,0.6366617679595947,0.31874027848243713,0.04459800943732262,4.611148688127287e-05,0.9999456405639648,8.211575732275378e-06,0.1396588683128357,0.06287916749715805,0.10106919705867767,0.18868513405323029,0.5077075958251953,0.9909714460372925,0.007491946220397949,0.0015365132130682468,0.12289581447839737,0.41810163855552673,0.4590025246143341
oliu y gonzalezbueno satisfechos ante la mejor salida para todos,2025-10-17,oliu and gonzalezwell satisfied with the best way out for all,0.8977811932563782,0.07932861894369125,0.022890154272317886,0.9999431371688843,2.1411431589513086e-05,3.545969957485795e-05,0.005144961178302765,0.0076246680691838264,0.06993889063596725,0.43727201223373413,0.4800195097923279,0.26635175943374634,0.0796550065279007,0.6539932489395142,0.9305388927459717,0.06420531123876572,0.005255815107375383
cuerpo defiende el papel del gobierno en la opa fallida de bbva sobre sabadell,2025-10-17,corps defends the role of the government in bbvas failed opa on sabadell,0.014619693160057068,0.0932411327958107,0.892139196395874,1.0296960681444034e-05,0.9999808073043823,8.975218406703789e-06,0.1121201366186142,0.09773798286914825,0.23078632354736328,0.324002742767334,0.23535285890102386,0.05775945633649826,0.9300205707550049,0.012220039032399654,0.020249539986252785,0.11655042320489883,0.8632000088691711
la city pone ahora la presion sobre bbva que quiere ser de mayor,2025-10-17,the city now puts pressure on bbva what do you want to be older,0.04109587147831917,0.4564095139503479,0.5024946331977844,0.00011682391777867451,0.9998676776885986,1.5454317690455355e-05,0.149074986577034,0.22048713266849518,0.2396862655878067,0.19393274188041687,0.19681893289089203,1.200608312501572e-05,0.14739209413528442,0.8525959253311157,0.019390160217881203,0.288419246673584,0.6921905875205994
